Gene_ID/FPKM	1NSC-wt	2NSC-het	3NSC-ko	4NSC-ko	5NSC-wt
Mir6340	7.46E-05	5.12932	0.000153221	6.70E-06	1.11E-05
Gm12669	4.10404	9.83E-05	0.000375163	0.000200177	3.44E-05
Hist2h3c1	0.001494546	2.24128	0.00348835	0.001415828	0.001100506
Tmem212	0	1.88943	0.0731295	0.0772639	0.053249
Adam7	1.30671	0.138405	0.0227786	0.0848729	0.0333116
Insm1	2.1027	2.44402	0.0923678	0.210665	0.800728
Mir8104	82.8466	3.60558	5.90E-10	42.1055	190.562
Ccl21a	0	4.79894	0.422171	0.349565	0.315668
Gm5795	2.644016	2.381851	0.0578226	0.00425134	0.01068081
Calca	68.6002	64.4057	5.04546	4.22874	15.1313
Gm12191	24.8558	26.7048	6.18093	0.00689632	17.5066
Gm13304	0	1.539623	0.326944	0.000651002	0.000443733
Lao1	0.442539	1.56434	0.0212252	0.428798	0.496305
Klk14	5.11749	2.84978	0	1.39301	0.408762
Snord22	17.4357	18.0744	0	0	33.6228
2310057J18Rik	0.300319	1.00934	0.100349	0.106539	0
Trp53i11	316.843	274.661	16.1613	70.6557	87.7844
Snora15	183.958	0	16.978	0	0
Gm14685	1.927206	1.979385	0.323376	0.756169	1.088518
Hoxa6	0	0	0.0758188	0.240236	1.43512
Nr2e1	6.01151	2.09392	0	1.89452	0.215391
Rnf43	5.85211	2.75552	0.389081	1.04063	1.06207
Usp44	1.10932	0.644114	0.168582	0.288822	0.768784
Dact1	14.5605	12.5923	2.81075	3.54736	6.2134
Olfr287	13.6831	7.14236	1.64259	3.10168	6.19792
Barx2	1.77223	1.13644	0.610129	0.299335	0.84009
Fndc3c1	8.10293	4.86551	0.380997	2.46607	8.43485
Olfr288	2.33748	1.2972	0.382974	0.593366	1.0652
Lalba	4.73694	5.35777	0.425366	1.72322	1.08421
Gna14	2.55649	1.43283	0.420997	0.460613	0.692612
Duxbl2	1.41174	0.273407	0.206749	0.122691	0.301672
Gm10409	2.85646	3.35792	0.432011	0.415461	0.661945
Actc1	2.1466	0.316406	0.0628758	0.0333854	0.321387
Apln	70.9856	66.5901	5.60754	22.9136	49.956
Duxbl3	3.66874	0.850634	0.691472	0.4836476	0.87753
Hnrnpa1	84.8161	38.2198	19.0429	19.396	99.5518
Hbq1a	0.288339	1.20759	0	0.297403	0.513006
Barhl2	1.8708	0.873373	0	0.712838	0.193336
Car3	28.9798	14.1823	3.52982	9.47214	8.52513
Pax7	1.97555	1.24885	0.0456426	1.06927	0.0267033
Fat4	4.75126	4.4249	1.55007	1.84109	4.39128
Clec3b	3.33013	6.41262	1.13828	1.00535	3.77086
Peg10	76.9385	62.0375	19.2999	25.2978	40.641
Itpka	1.06116	0.562219	0.0928677	0.246801	0.585211
Gm10406	1.77546	2.07188	0.3736	0.178764	0.50481
Camk2a	1.6531	1.51083	0.361199	0.648702	1.34146
Gm3383	4.08106	6.07439	1.012853	0.498898	1.158077
2700038G22Rik	2.5029	1.60903	0.617716	0.916881	2.46353
Cldn5	0.0306538	5.85241	0.76901	1.73144	0.62895
2610318N02Rik	1.36756	1.02411	0.245894	0.522017	0.923189
Pcdhgb8	5.35934	1.02597	0.699069	0.960671	0.730116
Rpl26	5.85121	3.15351	1.54698	0.000180411	8.75792
Efs	37.6911	33.3434	10.2012	13.6578	13.841
Prokr1	6.99012	5.12257	2.29628	2.08551	5.21766
Gm3488	1.22048	1.53067	0.367268	0.0965627	0.324893
Fam181a	3.49318	2.71627	0.837472	2.02585	7.18
Gm3317	1.12743	1.518	0.339372	0.0991764	0.328831
Dna2	8.80924	5.68999	2.08206	3.40381	7.52981
Neto1	11.6966	8.02287	3.78774	3.73504	4.82441
2310069G16Rik	1.1209	0.795212	0.455024	0.301066	0.663378
Tox2	11.1434	11.2738	2.32981	4.8847	7.51386
Skp2	23.6316	13.3294	4.66915	7.80066	14.0534
Mki67	68.0255	54.6835	21.1092	29.3726	69.0399
Foxb1	4.06469	1.74634	0.334403	1.96461	2.3666
Slc1a5	14.4208	9.41413	2.80325	4.61023	10.9101
Mapk12	5.50526	3.32128	0.905446	1.99572	4.64722
Gm3500	2.137345	3.40894	0.637303	0.340491	0.673454
Slc43a1	2.18778	1.2641	0.540121	0.699137	2.09956
Mchr1	0.967001	0.719833	0.299972	0.598223	1.20577
Tfap4	4.66197	2.4323	1.05283	1.1819	2.98501
Gabbr2	3.36318	3.52341	1.46939	1.2308	1.50436
Mis18bp1	17.7833	8.59907	3.70486	5.67509	10.1825
Sertm1	7.85518	7.6685	1.97466	3.58538	7.32245
Kcnv1	1.33445	0.500181	0.277052	0.28582	2.1085
Cdca7	28.7786	17.5849	6.39954	10.9549	22.6562
Tigd3	1.40098	0.81648	0.350574	0.445336	1.38775
St6galnac5	2.32628	1.52872	0.601427	1.0916	1.53062
Uhrf1	58.0276	38.4246	13.9126	25.5688	46.8031
Pif1	11.0514	6.78776	2.83914	4.41739	8.08019
Ncapg	28.4881	12.5581	5.30352	9.39159	17.5225
Wdr76	7.14714	3.67479	1.94163	2.51738	5.09577
Kcng1	5.083	3.89976	0.634245	2.47383	3.05181
Clhc1	11.6846	6.22729	2.55465	4.90339	8.55846
Nup210	45.6437	31.5867	12.7449	18.3335	48.2322
Rmi2	2.912	2.69472	0.946332	1.41056	3.03712
Hpdl	1.16674	0.859613	0.399774	0.623023	1.14858
Hmcn1	0.369687	1.7238	0.483769	0.358298	0.545935
Htr3a	8.03305	12.5453	2.31778	3.97366	5.25458
Rad54l	15.0535	9.225	3.86329	6.934	13.6925
Ccne2	20.8446	9.45315	4.31237	6.93925	11.9849
Ifrd2	18.3226	12.8787	4.52767	7.23266	13.8237
Gm11549	3.28338	1.23329	0.642848	0.648855	1.04822
Grik1	4.23733	3.7883	1.62196	1.66803	2.08744
Shmt1	41.2652	28.5543	10.0506	17.484	37.2571
Hirip3	31.919	21.9966	7.61915	13.7508	25.9098
Lrrc46	1.25878	1.44005	0.238665	0.361953	1.69265
Hnrnpd	58.8837	42.443	0	32.8994	49.718
Slc8a2	8.48666	7.28865	3.12993	3.44581	3.91717
Rprl3	0	0	0	0	3.17818
Tyms-ps	4.43153	2.90499	1.2398	1.97462	3.51375
Casc5	9.56368	4.98639	2.63553	3.49934	7.24781
Kcne3	0	1.04136	0.271059	0.095784	0.181823
Tox3	11.3973	7.14641	3.39173	3.76694	5.54331
Depdc1a	11.6652	4.73713	2.52262	3.51032	5.66155
Gm3558	1.4806	1.65094	0.336801	0.342357	0.583247
Sall3	26.6265	18.4236	5.78753	12.4675	25.0964
Espl1	11.6916	9.42298	3.92188	5.62198	11.2595
Ercc6l	14.1152	9.58442	3.86147	5.88541	11.3841
Kif20a	60.6546	37.6126	15.4655	25.7583	45.3861
Tnfsf18	0.556063	1.03081	0.460275	0.617165	2.96872
E2f7	6.93368	4.51613	2.04005	3.04736	5.82935
Snhg4	9.26253	6.33211	2.36511	4.69075	8.25646
Vwa5b1	0.734281	0.907066	0.56978	0.454996	1.21278
Slfn9	5.01058	3.61981	2.1203	2.15099	4.94546
Klk10	1.87545	0.848274	0.194561	0.964077	0.35515
Kif20b	14.1023	7.65204	3.6198	5.17492	9.95073
Mcm6	99.5804	65.4264	25.6813	43.679	84.3682
Nasp	151.12	99.1229	38.9371	64.0701	113.972
Cdc6	7.91433	4.82972	2.09492	3.34645	5.80624
Wdhd1	9.9453	6.77758	2.69599	4.46068	9.64001
Pla2g3	4.6306	2.00631	1.33779	1.30894	3.40589
Rassf3	73.3787	54.4979	17.0234	32.1395	51.6342
Ccna2	143.624	79.0981	36.4894	53.3895	97.6639
Wnt7a	7.82349	4.0527	1.17598	3.36903	6.78702
Pole	10.643	7.61817	3.81873	5.18825	10.2052
Ccnf	37.1018	23.5803	10.1723	16.9721	30.9369
Exo1	7.58962	5.35154	2.41387	3.64584	7.24757
Ankle1	13.22	7.56842	3.83753	5.64005	10.9925
Zfp808	2.87578	1.02114	0.523844	0.690207	1.07344
Fbxo48	1.38985	0.569958	0.330751	0.600057	0.966854
Dkc1	43.5707	28.8476	12.4213	19.1875	34.6317
Gdf1	0.0568784	4.47418	0.282453	0.821019	0.0424931
Snord17	2.11134	0	0	1.75889	1.34331
Atad5	5.4287	3.26824	1.6211	2.22813	4.39552
Lmnb1	181.734	121.614	50.1404	76.6359	145.051
Ticrr	5.4774	3.89927	1.9123	2.61454	5.36229
Dctd	14.3665	8.30616	4.21812	6.22334	13.1258
2810429I04Rik	1.92205	2.24129	0.790642	1.68269	2.72975
Cenpf	16.3289	13.5132	6.21507	7.7409	17.6989
BC055324	10.2371	5.09995	2.72751	4.22443	8.08806
Pecam1	0.157088	2.1154	0.311909	0.715069	0.258976
Cks2	38.0268	24.9031	8.80914	16.0177	22.5146
Aurkb	64.3246	45.2629	19.2198	28.1136	51.9789
Prr18	28.3797	21.6418	10.8593	11.7068	28.1366
Cecr2	1.06514	0.700757	0.436925	0.465555	1.12778
Plk1	84.8727	53.9209	21.9396	36.6913	65.9928
Eme1	7.33702	3.80992	2.44672	2.75732	5.7089
Hells	27.2075	14.7065	6.47925	10.8397	17.3226
Nptx2	6.60332	4.13539	1.70384	2.73195	13.0457
Gins1	25.2754	15.1669	6.89387	10.137	19.7326
Aurka	61.4235	38.0162	17.2568	26.214	47.5647
Hist1h3h	0.49131	1.06907	0.451978	0.360676	1.04365
H2afz	118.833	47.4419	29.9319	36.6358	61.5608
Neurl1a	5.20747	3.85814	1.51818	2.21186	4.46282
C330027C09Rik	31.8364	16.4156	9.04509	11.9823	22.3126
Recql4	5.05272	3.07293	1.40158	2.15217	4.06454
Efna5	11.4818	11.4919	2.55767	7.77892	1.05898
Ccdc18	3.18199	1.42945	0.517356	1.22635	1.96305
Aspm	14.0385	10.0803	5.15757	6.52155	13.4526
Slc6a11	62.9994	38.5734	17.3651	23.1288	74.1623
Mms22l	9.59897	6.07229	3	4.43924	8.92592
Nrm	29.1137	17.1895	8.9046	12.9778	24.9643
Cbx2	4.9888	3.16247	1.68189	2.46779	4.88108
Gm5803	50.6646	23.2877	14.3578	16.2055	32.2089
Dlgap3	7.17029	6.99282	2.89077	3.19834	13.3504
Tk1	51.9681	39.9279	16.5549	25.4294	43.1181
Dscc1	7.54349	6.72159	2.29527	4.73018	6.30874
Chek1	12.3537	6.31931	3.39975	4.88339	9.42416
Mcm10	16.9995	11.5515	5.16935	7.50601	14.6238
Xylb	3.6734	2.43059	1.3877	1.6453	3.41563
Bub1	28.2567	13.812	7.3535	10.8716	19.4551
Pola1	22.1356	14.6691	7.60719	10.1793	17.7517
Stil	9.81965	6.42558	3.11049	4.47142	8.28612
2210404O09Rik	1.54467	0.978775	0.57195	0.372861	0.809053
Mid1	85.5637	73.741	29.7063	42.9752	30.2802
Sgol1	13.1652	7.34184	3.85367	5.34634	10.154
Cdca5	21.8116	14.9272	7.26275	8.95442	17.6945
Pvalb	0.591879	4.81477	1.49843	0.963503	1.59977
Nsl1	6.96775	3.92331	2.3479	2.89384	5.73385
Mcm5	62.5501	48.0684	20.2686	32.8143	59.2771
Chaf1b	34.4784	24.3446	10.882	17.349	30.1048
Arhgef39	13.9313	7.86623	3.83603	4.83008	9.15795
E2f8	19.5943	12.1201	6.45982	9.15305	16.5679
Dbf4	48.6539	26.6964	12.9814	19.6151	33.9071
Cep55	16.7034	8.43055	4.07287	6.78226	11.7791
Trip13	16.6819	10.5302	4.87012	7.32923	13.394
Fzd10	12.2161	7.0294	3.96699	4.8334	8.9987
Cks1b	123.488	79.2887	34.5147	47.0963	81.2818
Atad2	21.6653	13.7049	6.84696	10.1628	16.6786
Txn1	936.581	830.587	150.538	492.931	327.242
Kif2c	38.0426	22.5449	10.6854	16.9622	30.2027
Kntc1	10.2168	6.98391	3.6554	5.18648	9.77887
Thg1l	7.90299	5.7548	2.85079	3.64671	6.80313
Haus5	5.84924	5.39197	2.26168	2.63418	5.27981
2810417H13Rik	71.5772	39.8203	18.8415	27.1879	44.9527
Ncapd2	80.8014	57.4324	25.6552	40.2532	69.7837
Ccnb1	55.9145	33.2702	16.4816	23.1172	39.7497
E2f2	7.26982	5.29178	2.52412	3.63076	6.72189
Cdc7	19.0383	12.1583	5.75437	7.61457	14.8694
Clspn	14.6747	10.116	4.54519	7.17222	12.6895
Fancb	5.33691	2.62559	1.55394	2.14281	3.58606
Rfc5	23.2806	16.4821	5.78468	11.4925	20.1138
Eftud2	68.6903	60.4409	48.7104	57.5673	69.6379
Cdca8	114.047	71.3769	30.3134	51.7285	97.3435
Pole2	21.6257	11.7152	5.58371	8.39034	13.7702
Mcm2	76.9736	53.9868	25.2089	38.2341	71.8471
Ndc80	31.1287	19.4948	8.79896	13.4386	27.1084
Chrm3	8.70949	9.57489	3.63782	4.70001	5.50299
Kif15	17.595	11.4478	5.1684	7.63762	13.8767
Kif22	70.2807	45.7632	19.5917	31.6244	58.7748
Tmem194	10.0385	5.61677	3.40288	4.0577	7.8124
Tgif2	25.7952	22.8355	8.85353	13.626	22.9306
Dlgap5	34.8687	22.7642	9.84221	15.3744	26.9922
1110015O18Rik	1.50737	0.932294	0.588862	0.595811	0.696338
Gm15772	340.559	291.113	143.877	137.716	304.697
LOC100861615	1.11222	1.72956	0.470749	0.279493	0.393028
Kcnk5	3.42152	2.90073	1.44707	1.70325	2.54626
Tex30	18.4974	10.1093	5.239	7.4271	13.1935
Rims3	3.78461	3.77641	1.35395	2.84406	6.22497
Tyms	11.6204	8.52612	3.43869	6.22679	10.6493
Bcl11a	2.49213	0.876588	0.540959	0.815534	1.20363
Rttn	2.41984	1.49347	0.735982	1.01373	2.20542
Npm1	206.063	129.16	67.7746	84.6097	141.361
Lpo	4.97507	5.24478	2.08947	3.8589	9.36525
Clic5	2.85437	8.64089	2.60941	1.49453	3.00682
Mcm7	53.6322	35.3933	15.4978	25.0093	40.465
Lyar	46.1544	33.6875	11.716	21.1771	34.354
Brca2	3.17645	2.45899	1.30918	1.40082	2.95893
Kif14	4.49309	2.75587	1.43416	2.27292	4.00396
Top2a	150.688	101.822	47.7082	70.834	129.297
Spdl1	12.6043	8.36852	3.8314	5.53533	9.75797
Racgap1	114.888	72.0946	36.6775	53.1588	94.2449
Kif11	56.1321	35.777	17.0846	24.4161	43.2571
Nrgn	7.38293	9.1964	2.70594	3.38163	6.25165
Ankrd32	5.74425	2.91592	1.85954	2.03575	3.49165
Cenpe	18.2303	12.6791	6.12064	8.52837	15.7424
Cnpy1	2.30051	2.20897	0.859948	1.50551	1.34869
Gas1	49.9302	37.754	14.6975	20.0518	21.3896
Igsf10	10.8394	9.59226	5.62142	5.472	7.70861
Chaf1a	31.4199	24.1815	10.1389	16.7852	28.8737
Cdc45	32.1652	20.645	10.7216	15.2456	27.7985
Mdn1	3.11149	3.71292	2.10585	2.05684	4.37145
Ung	21.7108	15.2314	6.44834	11.0045	18.5186
Rab38	4.51011	3.99309	2.00827	1.98963	3.50863
Chtf18	10.5875	7.46397	3.75413	5.24368	8.94312
Bub1b	53.6812	33.4795	16.2093	25.9375	42.9401
Pola2	30.0489	20.4522	9.95605	14.4115	25.11
Haus4	22.3717	15.6899	6.19661	10.7922	15.3694
Palb2	1.90745	1.07023	0.676951	1.0339	2.24517
Klf10	47.3244	31.0512	12.3337	16.9089	28.8606
Jade3	5.39235	3.05407	1.64679	2.05922	4.05998
Ttk	20.0901	12.7044	6.81777	9.18833	16.1689
Pkmyt1	15.1034	10.8147	4.84644	6.80512	13.3526
Fam60a	9.70319	5.69596	2.17767	3.77658	7.30598
Polq	2.73752	1.75661	1.06564	1.40428	2.73688
Plk4	16.5812	10.1809	5.49474	7.30575	11.9281
Xist	32.8892	24.0639	15.1104	13.4371	0.717137
Myo19	10.6251	10.521	4.89564	6.25171	10.9155
Blm	13.1168	6.74591	3.59407	5.11537	9.31115
Mcm3	95.6389	70.8591	35.5452	48.1315	89.1218
Smc4	80.9528	46.2153	23.513	31.3399	51.3768
Depdc1b	8.87403	4.95703	2.5749	3.89671	8.6218
Mdc1	27.927	19.1283	10.5676	14.0551	27.3498
Birc5	110.817	76.9063	35.0321	52.2937	91.2448
Mest	105.181	52.7088	44.9793	56.2625	207.132
Hmmr	48.3742	28.3725	14.7169	20.9428	35.0967
Cenpi	17.5652	10.6434	5.78435	7.47432	13.751
Kif24	2.98184	1.69021	1.0262	1.37184	2.38778
Pold1	35.0373	25.7847	11.2162	17.0284	30.5171
Oip5	12.9188	9.48053	4.11308	5.73787	9.94889
Lig1	62.7949	44.6553	20.3391	31.3511	51.7527
Cdca3	132.119	90.5173	40.5619	62.4571	110.547
Wdr90	7.68102	6.46044	2.67642	4.14999	7.50636
Incenp	54.5881	37.5343	18.5653	27.9077	44.0651
Kif4	26.1346	17.3301	9.19453	12.4474	23.1455
Tha1	2.55514	3.44539	1.18359	1.6696	2.64421
Gprin1	5.75623	6.14083	2.52039	3.52811	3.96245
Cdca2	22.1072	14.4571	7.14633	11.1576	19.2273
Rfx4	58.122	42.4946	15.1115	29.4966	43.1324
Adam19	14.6864	12.6908	5.87288	6.7511	10.2441
Cdc25b	26.9504	17.7236	8.24861	12.4326	21.6002
Gm6710	2.70755	1.773646	0.676082	1.13026	1.584947
Troap	17.0919	11.0462	5.10303	8.36191	14.9596
Fbxo5	20.8095	12.2241	5.77302	10.1745	16.4188
Dctpp1	117.42	98.094	40.3041	58.4595	117.465
Hmgb2	75.0467	54.1331	20.6103	34.5199	63.4619
Mir692-2a	15.9788	22.4208	12.9151	8.70179	0
Mir692-2b	15.9788	22.4208	12.9151	8.70179	0
Orc1	4.86272	3.01563	1.44343	2.10006	3.97919
Lrr1	4.74987	2.57612	1.37932	1.80104	3.10608
Dnph1	39.3957	27.276	13.6749	20.3074	33.7274
Fanca	6.91349	5.04568	2.46626	3.83469	7.01644
Myb	1.75501	1.05504	0.399633	0.997187	1.56207
Melk	27.2506	18.0268	8.87835	12.7056	21.8736
Lars2	50.5536	44.3824	20.0188	34.8208	73.3432
Nup205	29.5097	20.8258	12.0335	14.507	26.298
Ddx11	7.94127	5.44449	2.97612	3.96132	7.10441
Mtfr2	5.42073	2.70035	1.83128	2.14564	5.04348
Cdc20	115.72	88.8906	37.4108	60.8215	103.193
Tpx2	76.3166	51.236	25.0574	35.6952	62.6764
Igf2bp3	18.7074	11.74	5.62099	8.17624	11.606
Neil3	10.9769	5.79955	2.97842	4.98395	7.224
Tubb5	823.416	561.501	287.525	387.295	685.432
Rasef	1.23801	1.07434	0.470102	0.548384	0.758613
Pask	5.56551	4.06584	1.67814	3.10773	4.81555
Esco2	18.5581	8.89475	5.02279	7.48227	11.561
Cacna1b	1.24184	1.32427	0.722166	0.745755	1.00161
Cdt1	23.5281	17.8169	8.85897	12.56	20.2858
Cenpn	27.8196	18.077	9.45368	12.5293	21.8887
Ncaph	54.4237	39.982	17.7756	27.3394	43.433
Ezh2	65.4884	44.0986	20.9238	30.8837	50.9453
Cdc25a	12.419	9.17312	4.67497	6.1622	10.3229
Mutyh	4.14586	2.70577	1.20385	2.51735	4.46316
Ttll4	7.57349	5.44571	3.35921	3.76279	6.81952
Ppat	19.6878	12.2661	6.71538	8.88207	15.8721
Slc35g1	4.06282	2.57543	1.26305	2.04719	2.98696
Mybl2	11.048	8.31572	3.50487	6.60137	10.8202
Otx1	1.88261	1.60797	0.326354	0.936217	0.394184
Fam64a	111.693	86.6397	30.8507	65.403	98.932
Adat3	2.84742	2.36465	1.51353	1.44338	2.63903
Cntrl	6.41849	4.77026	2.79074	3.24589	5.48699
Cep72	3.8137	2.04832	1.0952	1.75476	3.16768
Spc24	29.1276	21.7359	9.81957	15.0751	22.5363
Rcc1	48.9596	34.9425	16.3986	26.0936	45.7635
En1	2.92493	6.19519	1.10806	2.89688	1.53895
Rad51b	3.61812	2.4149	1.21569	1.48388	3.19594
Nek2	25.4373	17.38	8.00626	12.932	21.476
Glcci1	7.93424	5.30598	3.32389	3.57669	5.07518
Rps6ka6	12.1989	6.8395	3.89495	5.79576	8.51647
Cenpk	17.7145	9.83163	4.83828	6.70232	10.0743
Rfc4	50.6911	34.5118	18.0164	23.0973	46.4991
Vrk1	20.0379	12.8136	6.42584	8.95193	17.5355
Rtkn2	9.18012	6.57545	3.62895	4.25494	10.4996
H2afx	160.064	124.492	55.3391	85.2599	143.459
2610305D13Rik	2.68706	2.46559	1.14211	1.38564	1.44307
Sgol2	16.2757	9.74858	5.41562	7.13451	12.4476
BC030867	6.81519	5.62917	2.13114	3.71428	6.74862
Arhgap11a	37.8916	23.5076	12.9136	18.5011	32.9537
Car8	12.796	10.7568	4.23126	7.22851	3.18107
Ube2c	218.412	161.128	69.4418	104.922	174.289
Foxm1	39.9717	27.4742	16.3344	21.151	38.377
Knstrn	46.9409	29.5179	15.0269	22.8486	39.0986
Pou3f1	10.1521	11.2395	3.79005	6.57264	9.08794
Ncapg2	16.8466	9.79975	6.1326	7.7655	13.2793
Fignl1	28.6437	18.0943	8.66322	14.233	23.6533
Gm14322	1.8356	1.16272	0.874625	0.868374	1.64857
Gm3264	2.88605	4.96592	1.159369	0.8927	1.685488
Hcfc1	37.4568	32.7025	19.5455	22.173	36.8803
Gen1	5.77587	3.14193	1.83538	2.58354	4.43645
Spsb4	49.908	41.6187	18.3129	26.3099	42.439
Timeless	17.2421	12.8058	6.32473	9.38315	14.3334
Amer1	2.93009	1.90173	1.25826	1.41725	2.33406
Ska3	21.2232	13.2425	7.20508	9.83768	16.383
Pold3	21.0139	15.7103	7.65498	9.82351	18.1307
Zbtb12	14.7206	11.2663	5.95896	7.49983	13.8455
Zfhx2os	1.35846	0.386047	0.403174	0.39272	1.14052
Cdca7l	16.9611	13.3775	5.36099	10.114	15.2094
Prim1	39.3312	25.0448	12.4082	19.9448	30.0347
H2afy3	0.974714	1.03481	0.283549	0.649322	0.908427
Vwf	0.0848876	1.04595	0.33564	0.375964	0.31322
Baz1a	11.8693	8.75254	4.97727	5.73846	9.47003
2700094K13Rik	253.895	190.641	92.6543	123.273	240.935
Topbp1	47.1544	32.1319	18.0051	23.7935	41.1171
Taf5	6.07037	3.96875	2.21564	2.86387	4.77099
Pold2	69.7276	54.5544	24.0985	36.0281	63.9958
Camkk2	34.4456	25.9672	13.4205	16.9641	26.5826
Rhobtb1	3.02661	2.28875	0.992661	1.53106	2.07582
Adamts6	2.08097	1.34581	0.788503	0.95116	1.94191
Brca1	10.1542	7.39397	3.99738	5.71681	9.30962
Mcm4	62.6876	42.2662	21.8971	32.215	55.4922
Nup43	27.9695	22.0871	11.266	15.1865	25.0382
Kif23	25.4179	18.3551	7.99833	12.9624	21.4439
9430015G10Rik	14.6948	9.38689	4.70908	7.1781	13.7696
Pop1	14.2066	10.6466	5.65282	9.12662	9.22714
Psmc3ip	35.3637	26.6056	11.8274	18.8261	34.1327
Nmral1	21.9673	16.6695	8.78975	11.1093	21.4688
5830418K08Rik	7.96208	4.91356	3.54458	3.98614	7.04835
C230052I12Rik	6.68198	5.19478	2.68026	3.67381	5.99485
Smoc1	69.2604	68.1313	20.7925	35.8298	41.6977
Asf1b	27.9033	21.5363	10.1895	15.453	24.8941
Acat3	13.3867	8.55607	5.70611	5.99278	10.3861
Kcnc1	22.362	20.5631	9.988	14.0422	23.4527
1700011E24Rik	1.17285	1.74341	1.16433	0.67782	1.35785
Pdzrn4	16.5302	12.3276	7.0254	8.74898	7.4073
Fam72a	7.91632	6.20021	3.50466	3.78966	7.45464
Dnmt1	56.0147	47.8792	26.1519	31.9409	56.3483
Tra2b	68.8123	39.1498	25.4353	27.0207	36.9883
Mex3a	12.9996	9.93257	5.22027	6.83887	11.6939
Rif1	8.98371	5.69773	3.5042	4.51884	7.66428
Gsg2	7.38756	4.89305	2.68194	4.0838	5.84026
Yy2	1.83887	1.31418	0.782042	0.861998	1.14346
Fam111a	31.9078	20.0893	11.2969	15.0838	22.0698
Cdk1	95.7019	68.7482	31.2406	50.0929	83.2767
Bard1	4.52598	2.66522	1.75695	2.26377	3.81891
D830031N03Rik	5.54917	4.23037	3.08292	3.07975	5.17074
Mxd3	23.4219	18.1831	8.50759	12.2625	17.1553
Dtl	17.059	10.9831	6.12104	7.97299	12.9056
Xndc1	10.3375	8.44092	4.53857	5.32958	10.295
Tmem173	20.0499	19.0687	9.08823	11.1318	11.1791
Nnat	130.13	129.57	75.4135	65.357	151.403
Zbed4	10.3241	7.29448	4.75112	5.54196	8.77552
Shisa3	11.7911	36.3048	2.08359	22.1448	4.69337
Rrp1b	11.7636	9.88862	4.37629	6.06686	10.5452
Unc5a	4.9455	4.55961	1.92239	2.97064	2.86568
Syk	4.16732	3.64631	2.17748	1.50363	2.59982
Haus6	11.1019	6.57889	4.30693	5.22594	8.95379
Kif18b	24.8805	17.3513	10.054	13.811	21.941
Cdk2	36.1391	28.3346	15.5116	18.2038	32.6977
Ahcy	48.7521	33.8495	17.3636	24.03	33.8748
4933404O12Rik	8.91141	6.18091	3.36036	4.8022	8.20683
Tmpo	115.157	74.2259	41.0163	53.8308	89.8592
Cenpa	83.43	57.0756	26.3326	39.812	65.5537
Trim59	34.4144	16.6546	10.5154	13.5446	20.0001
Meis2	17.8072	9.71648	4.32099	8.19011	8.42609
Peg12	20.0709	16.2167	7.13077	10.6421	20.2256
Ckap2l	64.1931	36.7658	22.8123	30.3468	47.2981
Apitd1	19.7685	14.9935	6.43873	10.8768	16.2642
Kbtbd8	3.35191	1.5181	1.07501	1.31528	2.13957
Rims4	6.79003	6.87093	3.33868	4.06956	7.56052
Lmnb2	22.3994	17.2709	8.28168	12.4587	18.8745
Golga7b	9.6312	8.72124	2.02352	3.92907	11.3311
Arc	9.14277	8.63118	3.06127	6.65574	6.55254
Gper1	3.79013	2.83967	1.59778	1.83733	2.86673
Ddx39	74.481	53.966	28.8222	42.2149	69.9597
Cdc25c	21.7927	13.4915	6.43007	10.8933	16.6718
Rtel1	13.6088	10.0983	5.52564	7.87858	12.4143
Srd5a1	11.0817	8.55744	5.04047	5.86605	10.8607
Kcnn4	7.7035	5.82078	2.15554	4.25399	6.25458
Gemin6	17.9719	12.2746	6.35128	8.57679	14.4591
Gpatch4	33.6429	26.6443	14.3306	17.1087	26.9946
Tonsl	5.52323	3.99983	2.52519	3.18818	5.34998
Fen1	38.7369	29.0645	14.9004	22.4639	34.2143
Adam12	64.6663	58.8009	31.8268	37.2511	57.593
Tead2	70.5561	55.4416	26.9575	34.176	54.3697
Dcp2	10.9667	7.81103	4.9858	5.64521	9.58842
Fus	193.612	141.265	78.2774	102.607	167.758
Sez6	24.3901	19.0155	6.24804	13.556	24.7755
Hmgb3	58.6424	37.8619	21.8808	26.7323	45.0377
Syne2	1.82179	2.51056	1.39589	1.38848	2.57168
Smc2	41.4094	26.697	14.5573	19.2944	34.0138
Zik1	5.34284	3.08864	1.95743	2.62529	4.10358
Mad2l1	46.2903	28.441	15.0359	21.8763	33.7765
Shcbp1	33.8602	21.7862	12.1423	15.4493	25.2879
Gm3696	0.911729	1.32904	0.473413	0.315298	0.546788
Traip	6.85628	5.59418	3.1853	4.00072	7.7618
Ddx51	6.10375	5.22562	2.82152	3.5207	5.36823
Rrp15	41.3088	32.248	13.7159	22.8843	35.5745
Nop58	98.5587	72.8643	37.4764	52.813	78.9565
Diap3	15.4898	9.50842	6.21433	7.38444	10.8949
Taf4b	3.27222	2.10249	1.11698	1.7885	2.01124
Prr11	24.2234	13.3132	8.15592	10.9221	16.5282
Dhfr	16.2635	10.6732	6.30223	8.7602	13.9992
Ppih	3.84816	2.9867	1.34719	1.97994	2.80575
Exosc8	62.752	39.822	19.5339	29.4203	42.7327
2310015B20Rik	0.165679	0.613727	0.158422	0.330915	1.14681
Gabpb2	5.55114	4.04148	2.63538	3.11202	4.87937
Fanci	12.9054	8.78077	5.07484	7.3447	12.6722
