Gene_ID/FPKM	1NSC-wt	2NSC-het	3NSC-ko	4NSC-ko	5NSC-wt
3110035E14Rik	26.8859	33.7786	44.4846	38.4484	24.0178
Mob3b	2.01412	3.13177	4.18802	2.86621	1.86319
Slc9a3r1	41.8456	47.8481	59.5276	60.0174	46.2227
C430049B03Rik	0.902709	0.48578	1.04526	0.525044	0.555622
Gm10509	1.0961	0.592353	0.84887	0.954016	0.579959
Gstt1	17.5044	22.9486	24.2634	28.3868	26.1428
Hsd17b11	11.247	14.2847	15.9088	15.6236	9.55598
Fech	27.1349	28.004	35.6574	34.9354	24.3397
Gng5	94.1762	88.5211	106.232	99.5696	82.6374
Galk2	11.9141	13.0904	15.3214	16.2358	11.6348
Bbs5	2.98124	1.82246	3.19114	2.99809	2.44235
1810013L24Rik	7.69779	7.34166	10.3332	9.36669	6.63423
Ublcp1	11.3567	9.7626	12.6754	13.3546	8.65768
Slc43a3	3.79718	3.8767	5.48832	4.99487	4.00439
Lyplal1	4.72616	6.09903	7.20988	5.30568	6.13514
Plod3	31.5145	35.5232	40.7711	42.2314	31.8448
Ctps2	4.22633	4.17923	5.59569	5.60111	4.15339
Lrrc28	9.19266	12.4652	14.1125	14.1686	11.0368
AB124611	0.0735877	1.1223	0.920902	0.4308	0.134438
Sertad1	12.1288	16.953	18.0917	15.736	12.402
Rab18	39.4556	37.5669	47.6095	42.9788	30.5228
Stx7	34.9257	36.4437	47.9544	40.4935	32.2894
Map6	13.5694	14.7755	18.3442	15.3271	13.2675
Erbb4	2.07498	1.48204	3.28407	2.25545	2.36704
Rab3a	12.9747	16.4401	22.8257	17.1668	15.628
Ier3	55.2066	68.7507	61.4961	82.3852	47.8863
Kctd21	4.28035	5.42287	7.06385	5.87439	4.39857
Hsdl2	24.9165	29.7242	38.2559	35.9225	26.3042
Dzip1l	5.52487	5.91852	7.68488	7.84778	5.96277
Htra3	2.9721	7.10085	6.2204	6.55152	4.2812
H2-Q4	6.44798	9.81969	11.2933	10.3924	7.57125
Atp13a2	13.5393	20.964	23.4986	23.7706	18.5954
Dbt	14.0906	16.3019	20.383	18.8929	13.4422
Dynlt1f	4.191873	7.11842	6.03254	5.647	6.63251
Arhgef12	15.9898	19.926	27.9737	24.2235	19.9038
Gpc3	3.92709	4.64307	5.649	5.38239	4.32416
Plekhm3	0.970067	1.42041	1.84171	1.40604	0.994629
Ccdc104	44.9316	55.9234	65.6447	64.6632	51.2774
Tnfrsf1a	63.6495	96.187	103.458	105.764	75.8116
Tmem143	7.25193	8.85959	9.91489	10.6964	9.15391
Phykpl	3.55137	2.88752	3.65291	3.83691	3.23185
Tex2	11.4828	15.3411	19.0363	18.345	15.3968
Mipol1	5.7223	4.64808	7.85317	5.79277	5.79667
Lix1	1.92296	2.77186	4.07653	2.3481	2.06774
Slc38a3	136.938	157.585	223.812	223.092	144.406
Tmf1	5.97119	6.51465	8.48522	7.81017	6.55853
Cxx1b	39.5167	51.1842	60.4447	52.7613	43.6807
Btbd11	2.74466	3.58899	4.65173	4.31292	5.32045
Osbpl2	16.3505	17.2289	22.9476	23.1899	18.2814
D5Ertd579e	11.6548	13.9723	19.529	16.284	14.5304
Zfp119b	1.10482	0.643761	0.848541	1.11259	0.807676
Iqcg	1.05567	2.26792	1.77679	2.20761	1.46324
Trim56	1.95224	2.3391	3.50045	3.27962	2.59432
Dag1	105.636	117.586	163.987	146.209	120.354
Dact2	0.890586	1.24225	1.15641	1.3066	0.772342
Lpp	1.14137	1.84825	2.20117	2.03568	1.53774
Mmgt2	4.14086	6.42394	7.42171	6.59371	6.44902
Sar1b	43.3324	51.8545	66.0805	59.4302	49.403
Nod1	1.07376	1.59137	1.72372	1.8173	1.14833
Cml1	4.03897	5.93802	6.6292	5.9063	3.32708
Slc1a4	31.7802	49.2485	53.5435	53.4489	41.2653
Usp27x	1.4176	1.28942	2.0941	1.48605	1.33413
AA414768	1.69426	2.56394	2.56824	2.324	1.63463
Letm2	1.46087	0.991469	1.3349	1.25264	0.645575
Sdcbp	76.4507	80.3872	98.4536	96.3197	73.247
E030030I06Rik	3.01189	4.35142	3.82914	5.30809	2.82937
Tmtc1	4.1466	5.67181	5.55017	7.11808	2.61429
Abtb2	10.8334	15.9685	20.7856	18.6394	14.4951
Gnas	755.591	871.279	1078.57	1030	904.042
Flnb	8.4224	10.6369	15.6179	13.2265	11.8081
Scly	7.83164	9.08625	11.2126	11.7449	8.91436
Tmem167b	17.2953	15.7643	23.0707	19.6648	16.8442
Zfp651	6.01312	9.48246	11.9307	10.5729	9.15773
Ap5z1	3.73262	4.78347	6.00273	5.76686	4.79201
Sirt3	10.4254	12.9293	14.9466	14.8237	12.8653
Wnt5b	1.54415	2.14153	2.52989	2.8369	2.26183
Dpy19l3	6.7744	8.38119	10.9871	10.464	7.7626
Msrb2	9.89965	11.2425	11.7406	15.6279	8.23822
Hsd17b7	14.1133	12.4023	19.519	14.1944	12.0519
BC004004	22.3848	27.2502	33.5786	31.4066	25.0698
Fhl4	0.612522	0.762853	1.01057	0.69014	0.584382
Rasl11a	13.9547	13.5778	13.7881	16.6019	15.6176
Psap	464.895	662.928	752.522	763.353	567.668
Nlgn1	6.2123	5.44769	7.9892	7.154	6.586
Tob1	15.6202	18.3969	20.2056	21.2268	13.7616
Manba	9.40584	9.68926	12.2028	12.8759	9.77567
Hps1	4.24641	5.17185	5.04648	5.09861	3.99486
C030037D09Rik	0.746547	0.659365	0.657637	1.1157	0.799679
Itgb8	13.4172	15.3439	20.7257	22.1215	17.7272
Txndc17	36.1208	36.2952	42.8751	46.6867	32.7026
Gria2	7.82009	9.77566	16.1619	12.3988	11.694
Atg9a	12.2437	14.9382	18.4022	16.8312	13.802
Cdh13	35.616	47.9015	56.4784	60.0964	61.3199
Uba5	20.3597	24.3422	30.5022	27.6866	21.2226
Slc39a12	11.7957	14.9309	16.205	20.4138	10.7885
Atp6v1e1	111.012	129.624	158.653	150.86	115.552
Jdp2	6.98028	11.6841	13.0836	12.5741	11.6608
Fam20a	3.26465	7.33222	7.03562	7.6551	4.03751
Hcfc2	9.94674	9.02378	12.4474	12.0901	8.76368
Gm10638	0.420413	1.02002	1.31245	0.623637	0.546759
Pacsin3	9.43365	11.3577	13.4764	12.9601	9.14976
Uap1l1	24.9294	25.7504	35.4704	31.1967	23.3024
Mt1	651.94	615.597	689.392	688.561	657.659
Nipsnap1	9.00234	10.0027	11.5495	11.8995	11.3223
Rbfox2	9.68304	10.4428	14.1591	12.1753	9.86608
Camta2	4.85653	6.28266	7.78808	7.77327	5.42786
Pcdh15	1.12335	1.43343	2.65918	1.89883	2.01027
Irak4	2.15038	2.68575	3.20091	2.90036	2.21554
Dnajc4	8.36251	9.07646	11.076	9.78097	8.51607
Snap47	26.6939	37.3013	43.8582	43.1136	32.0721
Entpd5	12.3118	14.5248	18.0741	17.6652	13.9754
Atp6v1c1	34.7182	40.1769	48.5724	48.2391	36.3054
Cmip	15.5391	17.5308	25.9659	19.5878	18.4118
Mib2	6.88488	9.21202	11.001	9.99607	8.87263
Adam9	47.4853	46.3576	62.99	58.3562	46.6421
Eif4a2	46.6994	47.1066	60.3428	57.7341	47.8806
Map4k5	13.7491	13.6913	19.3713	16.3643	12.7665
Rnft1	11.2031	9.7004	12.0398	10.3983	8.41958
Bmf	1.00289	1.11403	1.11583	1.18832	0.699486
Lrrn2	25.7157	31.114	40.6085	35.5197	27.9532
Uggt2	2.9175	2.38856	2.92268	4.36456	2.78161
Acbd4	6.22504	8.28415	8.37087	8.56374	5.49247
Adamts4	4.4394	7.34772	8.03102	8.4077	5.92351
Syn2	11.9488	13.434	17.659	14.6201	10.5865
Cmtm5	13.7692	23.8176	26.969	24.516	12.4453
Sh3bp5	19.6439	25.1657	32.33	23.2962	21.872
4-Sep	7.31283	13.5003	15.2389	15.2998	11.973
Pdk3	14.958	12.6276	16.5404	15.0425	12.0185
Vps41	28.7683	31.9891	43.2094	40.6163	34.4067
Lmbr1l	2.90564	3.19882	3.36522	3.98246	3.49164
Macrod1	6.06658	8.74894	8.61488	7.7644	6.09002
Wdr81	3.80472	5.24621	6.63078	5.98996	4.39924
Firre	3.2125	2.87852	4.88868	4.14673	4.08634
Atg13	6.5124	8.83565	9.87827	10.2647	7.87851
Reep1	15.4452	16.475	24.071	19.6696	17.999
Capn2	44.6817	47.804	58.5586	60.6652	45.3061
Tmem241	3.60721	4.07715	5.31307	4.88581	3.69219
Agpat3	57.2599	72.2016	91.2545	92.5866	79.3109
Tmem127	19.807	23.8649	30.644	29.5403	23.1253
Pxn	14.1484	17.5117	23.5617	19.0288	15.7955
Kirrel3	15.6397	19.1217	24.5777	23.2777	20.4764
Sidt2	18.7176	26.3885	29.2713	32.1418	23.0916
Bpgm	24.0537	26.2899	35.9174	31.5352	27.5597
Ndufa3	308.559	463.87	483.44	518.35	437.634
Atg10	3.45614	5.20337	6.26273	5.25051	3.31232
Flt4	0.40351	1.51771	0.969083	1.01822	0.49184
Arl2	34.8353	46.5123	52.2788	51.5056	36.6948
Pisd-ps1	6.02676	9.13561	9.94797	10.3227	6.55351
Cxx1a	37.0311	46.7505	56.8123	50.2776	42.0752
Cnppd1	10.422	11.9036	15.6315	13.9711	12.0067
Snx14	14.2033	14.716	19.5608	17.3067	14.0242
AI413582	23.1722	26.2317	30.4573	31.6518	25.8511
0610011F06Rik	14.9059	17.7812	18.8804	21.3684	16.9357
Sgce	24.6141	29.6174	37.1177	31.898	23.5089
Ppm1k	2.34561	2.21343	2.80683	2.7134	2.10084
Ubl5	27.6633	39.9064	42.1707	42.3158	33.1187
Commd6	35.5625	42.8485	51.2386	45.7424	34.4545
Ip6k1	19.6678	24.259	30.034	28.5305	22.4061
Snap29	10.5311	11.1374	14.8448	13.0875	10.0671
Snora28	0	11.5381	0	0	0
Npc1	22.7911	24.8664	35.7123	33.2746	27.0772
Gyk	4.42908	3.63388	5.58176	4.82036	4.24373
Higd2a	105.254	122.594	137.228	153.762	105.178
Kif1c	29.4372	42.9046	50.1374	50.479	37.6557
Plat	92.6823	123.666	132.517	156.295	133.51
Efna3	1.71558	4.00292	3.39878	3.72342	2.18751
Ifitm3	104.386	202.574	188.545	214.308	129.851
Golga7	46.5895	49.6702	63.9364	53.9496	40.783
Slc30a4	14.5126	11.4148	17.5603	15.2076	12.3066
Rnd2	22.7123	27.9765	41.8845	35.512	32.3663
L3mbtl3	8.16967	7.55365	11.0762	9.47732	6.65793
Brsk1	11.0397	15.3836	19.1383	17.8748	13.677
Rimkla	0.704034	0.858276	1.49199	0.881456	1.13683
Stk10	2.3777	3.26222	4.5479	3.53939	3.53837
Ppip5k1	2.29186	2.74985	3.26132	3.58929	2.87171
Kif16b	4.3431	3.76531	5.97208	5.4047	4.52535
Slc25a33	7.57123	10.9395	12.9086	11.1683	10.684
Optn	5.25007	6.74281	7.88222	7.52549	6.04451
Atp6v1a	59.0626	59.01	85.6329	71.8271	55.5722
Acadvl	46.1606	63.6077	69.3661	73.5487	53.3891
Nefm	8.46782	5.73679	7.55738	8.50154	3.4683
Tmem214	16.6729	18.9975	25.6768	24.57	18.1651
Gskip	4.67833	5.42123	6.89955	7.13539	5.23348
Sptbn1	35.1577	56.415	69.324	59.9954	47.0589
Map3k2	2.04734	1.8069	2.79527	2.13775	1.81279
2310045N01Rik	22.7616	28.0975	33.6113	35.1314	25.7384
Clic1	162.323	178.904	207.744	210.184	172.052
Gclm	29.0373	37.162	44.2889	41.2876	32.5886
Morn1	1.11884	1.08274	1.0483	1.68465	0.840491
Cotl1	123.501	176.342	215.314	199.571	156.827
Rras	22.139	32.4214	32.67	33.1272	20.8731
Gprasp1	11.5784	10.7283	15.0973	14.8096	9.82044
Ankrd50	5.7569	6.52443	9.39728	6.96765	6.3365
Abca2	11.8057	12.8692	19.0684	16.5032	14.3105
Tctn1	2.76732	3.08158	3.23111	4.11796	2.99739
Ampd3	5.16412	6.32581	7.58784	6.19537	4.13372
Ccdc53	18.5601	22.9141	26.8103	24.6965	22.6799
Nat9	6.99698	9.55031	10.2004	9.79405	9.97428
Zfand5	8.70349	8.99197	11.2733	9.99276	7.36818
Cd63	64.1928	85.3796	105.962	93.7065	81.9535
Glrx	43.2139	43.1608	61.4223	48.0474	47.6503
Arid5b	3.87684	4.15256	6.0027	5.58071	4.24748
Itpr1	5.47488	6.07093	8.59449	7.02885	4.40124
Slc25a42	2.15686	4.94587	4.87937	4.93517	3.02256
B3galnt1	4.38213	6.81758	7.91846	6.44665	5.41826
Blvrb	30.094	33.9084	40.51	38.4512	26.2491
Nfat5	4.55966	5.47521	8.44426	6.38335	5.26507
Slc30a1	6.19587	7.1862	9.22941	8.76541	6.82029
Pgm1	12.739	11.7456	14.8524	14.8635	13.1924
Gm5124	1.27517	1.55199	1.95826	1.65683	1.15399
Zdhhc12	8.22137	9.39148	12.2095	11.1305	8.58424
Epdr1	64.7549	84.2352	96.9773	93.0137	75.8222
Tbc1d10a	10.5036	15.2621	18.8339	16.7931	13.7325
C330013E15Rik	0.726225	0.998358	1.22137	1.41076	1.33559
Trim3	9.22908	9.53666	13.9895	12.1295	9.77679
Rgmb	6.41649	9.04551	9.67809	10.1921	6.18482
Inpp5a	12.459	14.5812	17.6872	13.8736	11.7061
Fgf1	23.2051	36.0063	47.3442	40.081	34.9393
Samd14	10.0097	16.4038	19.2495	16.3945	13.1931
Pde1c	2.31647	2.69845	3.15634	2.71146	3.03824
Top1mt	3.53163	4.2116	4.59453	4.99015	4.15885
Rab3il1	2.30129	4.63593	5.31932	4.43636	3.16813
Copb2	88.0724	81.1014	115.137	109.697	89.2096
Farp2	1.24139	1.31876	2.33651	1.72414	1.54546
Tmem40	1.55118	3.24709	3.42209	3.21286	2.06407
Tchh	0.443824	1.03759	0.912344	0.961263	0.746309
Mir6236	0	20.8813	11.7102	29.6017	26.4696
Irf2bpl	29.0741	38.0088	43.6119	47.0328	32.7973
Rhox5	0.697686	1.12772	0.754202	1.06379	0.366368
Wwc2	7.88722	11.5222	14.0756	14.6415	10.8173
Slc25a1	66.6094	56.8154	79.8872	68.1436	56.9329
Cxxc4	0.860408	0.730648	1.11847	1.11826	0.963629
Chac2	7.28853	6.66353	8.23808	8.56882	5.83677
Fbxo17	0.880003	1.2998	1.35069	1.18934	0.678545
2410004P03Rik	0.348231	1.79149	1.55783	1.06791	0.472749
Xpr1	13.5197	14.3767	20.2154	17.7457	13.4242
Dlg1	22.3589	24.8214	32.2263	29.4224	21.9241
Cdkl3	4.138	4.81795	5.5921	5.76501	3.85607
Pxmp4	10.3663	9.51798	12.4805	10.1384	7.17874
Htra1	16.4989	15.8975	17.6179	18.4653	16.7583
Pde4d	1.74019	2.51766	3.66263	2.32385	2.12881
B3gnt2	3.63208	4.45506	4.44987	3.88647	2.24494
Kazald1	1.04307	1.5316	1.77556	1.48146	1.2039
Lrrc51	5.62133	9.19346	8.35779	7.77325	6.09695
Hopx	26.4843	60.423	81.3133	44.0039	55.4598
Ccdc157	3.48671	4.43457	5.29931	6.0305	4.51062
1810037I17Rik	47.824	59.4822	67.4469	68.2605	53.0782
Prdm5	3.76986	4.48632	6.25592	4.68266	4.09765
Nr1d2	7.39391	6.72458	10.0224	9.5897	6.86742
Tmem19	10.3679	12.0016	15.4743	14.6785	10.5272
Zfp133-ps	0.876036	0.770581	1.15243	0.678964	0.404865
Wdr6	52.5157	72.7287	87.1369	91.4441	58.6519
Abi1	20.5132	21.3942	28.975	24.7695	18.121
Rab4a	9.39626	11.3706	16.0023	13.8537	11.5164
Syt11	97.1995	137.132	165.154	179.543	156.012
Jam3	25.7943	27.1195	36.1952	34.0819	27.1803
Golgb1	5.01817	6.93555	8.98101	7.39102	5.8906
Sez6l	24.4227	31.6295	52.8127	37.6175	36.0706
Hspa2	7.03391	7.78508	8.95728	9.76144	5.84404
Nabp1	1.36999	1.00003	1.68017	1.30724	0.939304
Isoc2a	14.7758	18.8013	24.2554	19.0853	15.137
Gm20300	2.98842	3.18755	4.31949	3.7545	2.7132
Slc20a2	27.5929	30.7424	45.5856	38.705	35.1925
Prrc1	8.11588	8.36299	11.2229	10.5278	8.00412
Mettl21a	5.46187	6.34194	7.79558	6.96888	6.30613
Smim20	21.054	23.0235	29.76	29.0498	27.8842
N4bp2l1	1.36866	2.6498	2.29695	2.23279	1.26275
Abcc5	10.8421	11.2483	14.9376	14.8111	9.98008
Kank2	5.45902	6.86655	8.28795	8.27778	5.08833
Ano10	17.6366	17.9916	24.468	24.1999	19.8047
Prkce	2.05849	2.79212	3.79234	2.85491	2.59731
Prkca	10.1317	11.9979	16.4535	14.6424	11.0238
Ghdc	9.29563	12.2919	14.1796	14.4746	10.8004
Tspan4	24.5765	30.9557	34.1629	39.7088	29.5512
Tceal6	2.30682	3.73288	3.80553	3.42821	2.7258
Stxbp6	5.26035	4.44293	7.25467	5.09742	4.06106
Lamb2	17.065	30.5699	32.3666	31.5286	21.3552
Gpr146	2.19772	2.46754	3.34646	2.56237	1.94621
Micu3	2.46699	2.06391	3.11845	2.46703	1.96959
Slc25a20	16.7585	19.7382	23.8688	27.5531	21.6861
2310035C23Rik	5.86024	6.49229	9.35565	7.84578	6.17685
Dok1	4.76282	6.71271	7.08345	6.60561	4.33391
Tm2d2	36.7114	43.7577	53.6165	51.9336	41.5954
Uso1	26.3679	29.0714	37.4792	35.035	27.6478
Yipf5	29.7194	27.2793	37.8738	36.2253	26.5984
Ugdh	17.06	17.4123	23.6387	20.0967	16.4786
Rnf103	9.77277	10.8496	14.2215	12.1443	9.67871
Spsb2	7.91974	10.4381	10.9545	11.4947	7.65541
Sgcb	21.0672	22.5769	29.512	27.684	19.4035
Avpi1	8.86679	9.35621	10.5552	10.9292	9.02293
Pfkfb4	1.9512	2.194	3.48569	2.43821	2.03206
Tmem65	19.153	19.1094	25.8273	21.323	19.0596
Sdf2	45.8481	51.1951	65.3778	68.5812	52.3349
Trappc2l	35.7669	47.0512	56.1549	50.2986	38.2737
Rnf166	6.86748	9.72037	10.6372	10.3544	7.47857
Cacna1a	2.43105	3.00031	4.10255	3.73273	2.93489
Me1	46.6332	60.087	68.33	63.5864	51.5943
Plp2	5.34446	4.5461	6.79888	8.28879	6.78926
Slc35e4	10.0927	13.8879	14.9972	17.5773	11.7694
Cyp4f14	0.52475	1.99212	1.89174	2.12594	1.50113
Styk1	0.671998	1.26904	1.83305	1.34661	1.4131
Bmper	2.50965	3.12379	3.65978	4.20423	2.9265
Fam49a	14.4369	18.6091	22.2309	21.9078	17.8552
Gm5617	8.66282	12.8318	13.2327	13.4937	11.0282
Sin3b	94.6989	113.154	132.568	133.652	109.912
Lix1l	54.4505	72.394	96.2704	97.7045	86.7175
Haghl	32.8713	42.1189	42.7773	49.7746	38.2658
Bcas3	4.12923	5.9666	7.08145	6.40981	4.57442
Ccdc109b	2.33795	2.84551	3.06341	3.66113	2.24884
Igfbp3	306.114	510.682	397.736	588.897	306.093
Tmem184c	31.3017	29.147	43.2662	40.8165	31.1183
BC002163	178.3385	155.829	180.2686	237.2956	150.8263
Pfkl	38.8568	33.9392	35.4085	29.9332	24.9161
Scamp5	28.9311	33.62	48.7927	41.961	35.0104
Fbll1	0.399341	0.605988	1.0313	0.69994	0.564903
Abcd2	1.9248	2.00509	2.20701	2.85878	1.90198
Arsb	16.2608	19.71	23.3584	23.3729	13.8754
Slc7a10	1.2985	2.35977	2.36924	2.55292	1.40616
Phyhipl	41.9352	47.6287	68.4075	59.8236	47.1903
Lphn3	13.3382	13.9803	22.5873	20.9376	18.8098
Mta3	10.928	12.5638	15.8019	14.0427	9.07885
Aff2	2.13498	2.41878	4.01363	3.01275	2.93109
Sash1	19.6627	25.0482	34.5636	28.5688	19.1339
Ulk2	8.92941	10.3608	15.0077	11.3829	10.5219
Atp6v1g1	97.3485	104.464	132.012	112.087	78.1278
Ydjc	1.1335	0.941209	1.10285	0.993474	1.0492
5730508B09Rik	2.64975	3.6776	4.36772	3.28268	3.07366
Ergic3	96.4717	121.126	148.2	155.752	120.023
Lancl1	11.1255	16.7369	19.7609	19.275	15.371
Ndfip2	32.3301	33.6238	43.6775	40.2848	33.4023
Lhfp	39.7938	37.9814	49.1012	54.8813	44.7906
Atat1	15.7235	22.4309	27.076	25.9434	19.343
Herc3	7.1505	7.81749	10.4902	10.6735	8.87025
Tax1bp3	21.7306	28.248	32.497	34.3554	24.9689
Fam69a	7.1951	8.06652	12.4627	9.3097	8.06246
Nudt16	2.27384	2.89295	3.53451	3.21918	2.42648
Hist1h3d	0.5305	1.01868	0.70463	1.03723	0.760112
Atp5l	128.215	128.192	169.373	155.838	132.963
Klhl8	4.11555	4.92908	5.71728	5.81806	4.38687
Sntb2	3.06341	3.56176	4.72102	4.51158	3.05648
Nudt6	4.21092	5.51838	5.69329	6.76476	4.68119
Fbxo6	10.3521	13.7507	16.2558	14.137	13.2227
Rcn2	65.7612	73.1104	87.9004	83.6925	66.8337
Slc26a11	2.35422	4.34771	4.10363	4.27124	2.59005
Mlkl	1.74296	2.03122	2.78498	1.79707	1.59855
Cacna2d1	1.96317	2.1209	2.00514	2.90881	1.07384
Egln3	14.4559	12.379	12.3381	10.327	13.5988
Plekhm1	5.0225	6.20429	7.84845	7.26891	5.24547
Grik3	1.63681	2.73353	4.86657	2.88125	2.74875
Rbpms	2.10003	3.19261	3.15432	4.48839	4.05904
Spty2d1	5.88116	4.50064	6.96149	7.11916	5.6138
Akr1b10	50.1633	64.1984	70.055	81.8047	63.674
C4b	3.14227	9.4442	9.61865	10.2788	6.06504
Mef2a	14.4397	15.7625	20.0198	17.8439	12.4646
Acp2	10.5817	15.1898	18.8187	16.8671	13.2931
Arntl2	1.16122	0.571521	0.968486	1.4471	0.580281
Klf11	1.19606	1.29572	1.71664	1.28839	0.798531
Rapgef4	6.86276	8.53812	11.1191	10.2683	7.87722
Tmem126b	10.5366	7.66811	11.4609	11.4706	7.67031
Ttc9	19.5067	24.3392	33.9123	29.9141	24.8781
Atp7b	1.44968	1.46666	1.42627	1.70334	1.51946
Rnd3	8.56351	12.8468	11.6121	13.0518	7.99169
Tnfsf12	4.76037	6.57868	7.26289	6.6291	4.58264
Ndufa13	74.6214	116.022	113.495	121.323	86.9615
Lrrc8b	13.4887	13.7562	21.2145	19.9615	17.7233
4930430F08Rik	8.27694	8.13781	10.5899	9.99465	7.64425
Adm	18.3169	19.3679	18.77	17.4428	15.9149
Fam161b	0.758148	1.18793	1.40312	1.43089	0.982833
Srgap3	11.1899	13.3611	18.8372	17.5569	11.9849
Ggact	4.65795	8.19099	7.68289	11.1048	7.52115
Xbp1	24.0239	26.0916	33.0958	30.2499	22.5977
Bet1l	13.1522	14.8327	19.2588	19.3404	14.992
Enc1	21.5347	23.0358	39.224	29.0446	27.4327
Tsc22d3	10.5809	12.605	18.2175	13.9813	11.611
Fam63b	14.0465	14.1578	20.931	16.087	14.0023
Nadk2	17.7173	20.2209	22.0021	24.4734	20.6596
Reep2	14.3211	15.8131	19.8083	21.4035	16.8251
Aldh3a2	13.3981	14.8264	21.157	17.7532	15.2473
Vim	940.795	1025.46	1256.5	1462.76	1179.39
Lama1	0.617327	3.77963	2.86059	3.46015	1.83168
Dapk1	7.00792	9.88302	12.0993	10.5651	7.32716
Pfkm	58.1821	68.9587	87.4425	87.7677	63.0452
Phlda1	13.7267	24.7783	23.7339	24.2172	18.9992
Ccdc92	5.28702	5.86441	7.59833	8.46803	6.1498
Adi1	18.2303	15.8829	23.4863	20.1103	18.1264
Ebf4	1.00095	1.41891	2.1946	1.47658	1.48485
Bloc1s1	41.0974	60.2016	65.7482	73.1831	48.9952
Htr1b	0.774329	1.03353	0.888683	1.64818	0.787859
Sppl2a	15.3113	14.9949	21.4566	19.3755	15.2777
Nudt22	9.00443	12.9957	16.1002	13.6021	10.5268
Oxld1	3.61595	6.34759	4.88248	7.25808	4.72884
Mthfs	5.94008	7.91339	8.48925	8.88483	8.33809
Cygb	1.22268	5.49907	5.17803	4.48475	3.37547
Bai1	8.4313	12.1141	16.0402	14.7535	12.3922
Ndrg3	43.4771	50.6105	65.1955	59.8009	46.9921
Pcdhb19	0.816597	1.42811	1.48574	1.80896	1.10469
Fam174b	13.1635	12.7822	18.0111	19.0694	13.9688
Klhl24	7.39477	8.34565	11.3167	9.7931	7.22125
Notch2	4.99897	6.83655	10.0398	7.91383	5.86048
Serp2	4.51002	8.44471	12.1269	7.23083	9.2746
Apoc1	0.696466	17.7966	16.7743	7.96977	4.20612
Slc6a9	15.5219	23.792	30.3763	35.5576	26.8102
Ctnna2	4.52315	5.70023	8.40447	8.17694	6.38259
Tatdn1	6.31381	6.82949	8.62694	8.00774	6.24451
Sec22b	35.3234	38.8467	50.4153	49.1456	39.1989
Chmp1b	11.3986	11.2451	14.736	13.023	9.63719
Snx16	3.21701	3.00218	4.0303	4.24279	3.06472
Klf6	23.7307	26.7217	31.7732	34.4056	22.6209
Slc16a2	22.8461	26.617	31.3912	38.7305	19.8741
Hsd11b1	3.80682	9.43203	12.6087	7.64038	6.09337
Mfsd12	6.29197	7.43527	10.195	9.27608	7.02999
Nrxn3	1.98734	2.9982	4.46933	3.58882	2.79155
Rb1	14.7704	11.0198	17.4907	16.5935	14.2271
Slc7a11	2.85281	9.01948	7.78255	8.17045	4.73516
Lamp1	371.054	466.536	587.081	550.941	391.57
Cish	1.16963	1.63312	1.63548	2.14398	1.19525
Otud7a	1.3434	1.61819	2.43114	1.78616	1.89032
Socs3	4.20966	7.49531	6.64165	10.3972	7.26135
Ppard	10.5515	14.6803	17.6935	15.5796	11.4726
Wbscr27	3.11722	2.93905	3.41285	4.1116	2.36946
Retsat	8.64996	9.2644	12.1917	11.6151	8.57885
Efnb1	5.62473	7.28425	8.22345	8.8767	7.04522
Fam162a	142.064	124.71	117.75	95.1209	122.14
Eno3	1.13442	1.55844	2.02612	1.70936	1.54244
A630007B06Rik	6.07352	5.71044	8.94074	7.40346	5.67775
Pgpep1	12.8035	15.9778	19.9717	22.8325	15.0803
Frem1	1.62091	3.49682	4.52486	3.56618	2.43071
Ap5b1	1.07028	1.19897	1.64156	1.52112	1.11076
Tmem9b	36.1026	39.4275	56.1275	49.2922	39.4771
Ropn1l	3.51505	3.31072	4.66228	4.6294	4.94467
Rhou	5.42968	7.47405	9.22658	9.15877	6.01584
Eif2ak3	13.1862	15.6504	20.7053	19.4035	16.1895
Ttc30b	4.08403	4.49514	6.17119	5.14523	4.43402
Nubpl	4.26088	4.35909	4.74205	5.00522	4.03042
Adhfe1	3.99329	4.75299	6.97849	5.90003	6.28036
Lmbrd1	11.0268	14.1106	17.5388	16.9065	11.8739
Glis3	2.64203	3.71171	4.65964	5.04663	4.03577
Ldb2	3.47784	3.97931	5.27405	4.81446	3.47773
Shisa7	1.08382	1.43447	2.94171	2.16574	2.21809
Cx3cl1	41.8631	55.1452	51.781	73.3757	46.3689
Ttc8	6.82265	7.64282	9.44624	9.42782	6.48661
Lrrc48	0.514344	0.999688	0.968047	0.622273	0.707304
Osbpl1a	22.7501	26.5157	35.629	32.441	24.4563
Mcf2l	5.15291	6.86799	10.2392	7.32983	5.47487
Gdpd2	4.76234	8.70901	7.52977	12.0178	8.59751
Igdcc4	12.6194	18.2107	24.415	17.0268	13.207
Rab3gap1	9.07153	10.6502	13.8919	12.7509	8.96847
Oxtr	0.395382	0.578245	0.664158	0.652886	0.859367
Morn2	12.7883	16.3604	17.413	21.4164	14.5341
Ccdc106	2.20138	3.49298	4.43679	3.19123	3.03241
Syndig1l	0.963744	0.983454	0.697017	0.344922	1.23226
Ndel1	18.0235	20.7133	27.7645	25.0325	17.5241
Cdipt	27.3582	33.3495	43.7195	41.7865	33.3727
Slc44a2	11.1109	11.6421	17.1758	14.6171	12.5592
